name,year,reviews
Parasite,05-Jul-19,"I am remarkably stingy with my 10/10 ratings. I'll be the first person to acknowledge this. Of the roughly 2600 titles I've rated on here, only 34 have a 10.
Parasite is one of them. If this isn't a masterpiece, then I don't know what is.I'm going to keep it vague on the plot-front, because I didn't know anything about it going in, and was really excited to see it progress and unfold in satisfying, unexpected ways.What I will say is that this film, more than just about any other I've seen, put me through so many different emotional states during its 132-minute runtime, and did so without ever feeling muddled or tonally inconsistent. Parts of this movie were hilarious. Parts were heartbreaking. Other parts were insanely suspenseful (I'm honestly not sure if I've felt this close to the edge of my seat since the final season of Breaking Bad, way back in 2013).And it does all this while being perfectly paced, beautifully directed, and amazingly acted from every single member of its cast. All the characters are understandable and sympathetic to some degree; the amount of conflict, drama and tension derived from a narrative with no clear heroes and villains is staggering. You come to care for just about all of them.I'm stumped to come up with any flaws for this movie. And sure, I've seen many movies that are hard to fault, but it's rare that a movie appeals to me on a gut level and excites me to this degree while also being so close to technically perfect. It's extremely entertaining, thoroughly moving in so many different ways, and as icing on the cake there's a ton of social commentary and some heavy themes to chew on once the movie's over (and this one's not going to leave my head for a while, I can tell).Catch this one when you can and believe the hype. Joon-Ho Bong has made many great films (and so far no bad one's), but this even manages to stand head and shoulders above all the others.When it comes time to consider what the best film of the 2010s was, this one will surely be up there."
Parasite,06-Oct-19,"I can't remember the last time I saw a movie that contained as many genres as 'Parasite'. The movie starts out almost like an 'Ocean's Eleven' heist film and then expands into a comedy, mystery, thriller, drama, romance, crime and even horror film. It really did have everything and it was strikingly good at all of them too.I love a film that respects its audience. There are so many details in this movie that are crucially important and yet the film trusts its audience to notice them and acknowledge them without ramming them down our throats. There are a lot of layers to this film and I suspect for this reason its rewatch-ability factor will be very high.The film was incredibly entertaining too. I can't think of a boring scene in this movie and yet on the surface for large parts of the film you would say not a lot is happening, at least in terms of action. Fascinating characters and brilliant dialogue are what create this. I had a great time with 'Parasite' and I think most that give it a chance will too."
Parasite,25-Aug-19,"In a meritocracy, success and fortune are reserved for those who deserve it--those who develop solid plans according to their talents and abilities and who execute those plans through hard work and determination. Anyone can rise to the top, and for some lucky Cinderella, plucked from the cinders and gussied up in gowns, the meritocracy represents the heights of perfect egalitarian society: ""I started with nothing and ended up with everything I ever desired; you, too, can achieve you dreams, if only you try.""The promise of unobstructed sunshine at the top of the mountain becomes justification for bitter competition, backstabbing, deceit, and callousness. You climb the crooked ladder until you make it to the straight one, and then, perhaps, when you at last feel secure, you can afford to be kind and confident and generous. ""It's easy to be nice when you're rich,"" the mother in this film (Jang Hye-jin) at one point observes.But it's a very long and very crooked ladder, and sometimes the rungs give out beneath your grip, and sometimes they've been dangerously greased by those who climbed before you, and sometimes the ladder itself is simply kicked down--either by those above you or, just as often, by those staring up from the ground below. There are a lot of people trying to climb that one ladder.But in a meritocracy, you can't blame the ladder or the other people trying to climb it. Nor can you blame the fact that all the good stuff is kept so many stories up instead of down at the ground where everyone can easily reach it. No, you must blame yourself. You should have tread more carefully. You should have climbed more quickly. You should have used a firmer and more precise grip, anticipated disasters, and known just when to leap. If you fail in a meritocracy, it's all your fault. You should have tried harder. Better luck next time.Kim Ki-woo (Choi Woo-sik), the young man who is the main character of PARASITE, several times refers to ""metaphors,"" and the film itself is, of course, a metaphor. On a surface level, viewers are treated to a very thrilling, engaging, well-paced and well-plotted crime story. At all times, however, bubbling up from beneath the slick surface of this genre film, there are deeply personal, meaningful truths that should resonate with almost any viewer. These insights are rarely foregrounded. They are so subtly interwoven, in fact, that if you're like me, you may be completely surprised when the final shots of the film roll and you realize that you are emotionally devastated by the intimate, humanist story you've just witnessed. Bong Joon-ho's filmmaking is so extraordinary here that he'll make you fully invested in the lives of his characters without you even realizing he's done so.I want to avoid spoilers here, but suffice it to say that PARASITE is a masterpiece--beautifully lensed, enthrallingly edited, superbly acted, and intimately involving.South Korea has a population that is one sixth the size of the United States, and that population is stacked into skyscrapers in an area slightly smaller than the state of Kentucky. Higher education is widespread, so parents with means try to make their children stand above the pack by hiring them tutors and signing them up for extracurriculars and afterschool programs. I lived in Korea once, and the children I taught there were sometimes engaged in learning ten to twelve hours a day, six days a week--public school, English-immersion private school, piano class, soccer team, taekwondo, math camp, chess club, and so on. I routinely worked sixty to seventy hours a week on salary, but at bars I would meet young men my age who were expected to work far more than that, who slept at their desks so that they did not need to pry themselves from work for too long. As the father (Song Kang-ho) in the film at one point says, this is a country where fifty young men with college degrees apply for a mere security guard job. One can't afford not to struggle.The themes of this story are not just localized to Korea, however. They are the story of global capitalism, and the specter of American materialism (and imperialism; note the ""Indians"") looms heavily over the film. Meritocracy makes cannibals of us all. It's nice to dream, and sometimes the dreamers who plan and struggle well enough can indeed climb out of the basement and into the sunshine, and how nice an ending it is when they do. But the film also makes it clear that sometimes all that planning and dreaming may be, maybe, just whims and fancy. More often, it seems, our pipe dreams are content to leave us with nothing more than the whiff of spewed sewage."
Parasite,28-Dec-19,"Parasite was directed and written by Bong Joon Ho and tells the story of the Kim family and their life-changing involvement with the Park family.Parasite can best be described as astonishing, astounding, stunning or any other synonym of amazing. It is so far my favourite film of the year and one of my favourite films of the decade. The very idea of the plot is simple but incredibly hard to execute and that's, why it's editing, is pitch-perfect and leads to an unexpectedly shocking and brutal ending.The biggest forte of Parasite is the screenplay as it impeccably mixes comedy, drama and horror featuring flawless pacing, breath-taking cinematography, a beautiful score and a brilliant cast making it a masterpiece. Parasite also perfectly presents the subject of classism, showing us how both the working class and the upper class view each other and the people around them. Themes of capitalism can also be felt throughout the film, but Parasite shouldn't be mistaken as a pro-capitalism film as it doesn't support or hate anyone or any side; it's ambiguity also contributes to this factor.Taking everything into account, Parasite is a true work of art and a rare and extraordinary masterpiece that should be viewed by everyone at some point in their lives, especially film lovers.Final Rating - 10/10"
Parasite,19-Aug-19,"This movie is a gosh darn masterpiece. It will make you belly laugh, it will chill you to the bone, and it will make you shed a tear. This movie will stay with you long after the credits are over.If you plan on watching this movie, AVOID SPOILERS AT ALL COSTS."
Parasite,04-Feb-20,The most original film of 2019 and it is wickedly funny and darkly disturbing all at the same time. The narrative and the actors were excellent. One of the better endings of a movie in quite a while. Class warfare at its best.
Parasite,09-Feb-20,Most of the time when my opinion does not jibe with the majority I am confident in my assessment. With this one I am not so sure for some reason. That being said I think it is ridiculously overrated. I just really did not find it to be anything special. I thought the Japanese movie shoplifters was infinitely better.
Parasite,01-Mar-20,"I came to this movie with an open mind, despite the hoo ha around it. Stylistically yep, I can see the hoo haa. The same goes for the acting, once again exceptional . The humour was also done really well. It's just that past the halfway mark it becomes a bit 'meh'. Kind of similar in a way to the film 'us', once it did it's core 'reveal'. It's good that western audiences will watch it and hopefully realise there is a film industry outside of the west..but this film just an ok for me"
Parasite,19-Aug-19,Well written and performed also technically shines cinematography & bgm are too good and there's not even a single lag it's perfectly edited. Probably the best experience in recent times. Its pure art resembles the modern society the emotions they had shelved are insanely exceptional a layered masterpiece. If you like dark thrillers then you shouldn't miss Mr. Bong joon-ho's Parasite. Definitely tops the list of best movies in 2019.
Parasite,04-Jan-20,"Here's how i rate a movie the fast way, i ask myself two questions.
Who am I gonna recommend this movie to ?
Am i gonna remember this movie a year from now ?Beside the somewhat chaotically random events happening in the movie, Parasite wants to be way too many things at the same time, a deep serious movie with a message, a comedy, a drama, and a thriller, the mixture left me feeling confused and not really sure what to feel once it ended.It wasn't too bad, some scenes were super intense and enjoyable for thriller lovers. But I don't see myself recommending it to anyone who wants all these genres crammed in a single movie, nor do I feel anything from the story was amazing enough to stick with me in the future."
Parasite,12-Jan-20,This is a well written and well perfomed original film. With a lot of repetitive cinema these day i felt this was something new. I felt connected and engaged with the character throughout the film. There are several well directed tense moments throughout the film. A popular topic of class struggled well portrayed. Its always nice to see foreign language films having worldwide success.
Parasite,29-Mar-20,"I find it somewhat odd that some people have interpreted this film as anticapitalist. It shines a very narrow light on poverty but it is all conveyed in a very surreal scenario which makes it quite difficult to emotionally engage with the situations that transpire. However, that's not the only reason.The main characters are not particularly likeable, which I'm sure defenders of the film would describe them as morally grey, given the prevailing cultural obsession with the moral ambiguity.It's this morally ambiguous narrative that intends to blur the line of what is good and bad. Nevertheless, this blurring as well as the general surrealness didn't compel me to emotionally engage with the film's story as much as I would've liked. As a result, I found that it really lacks something. It feels like it has rattled out of someone's head, unedited."
Parasite,18-Feb-20,"I'm sorry but I must be living on another planet - I can't understand why this film won an oscar and why some are rating it a 10.
I felt a little bored in parts and I felt uncomfortable. Reading some other reviews after the film, maybe there were some aspects I hadn't analysed and worked out intellectually. But then still I felt it was totally over hyped."
Parasite,05-Nov-19,"Do you want to see a movie that will have your stomach in knots, anxious during many scenes? Do you want to see a movie that will have you conflicted on who you're rooting for? Regardless of your answers, see Parasite.
Parasite ticks along quietly until it is booming in your ears. The symbolism varies. Sometimes it is obvious, Bong Joon-ho might as well have made the subtitles spell it out. But other times it is more subtle, and you might realize a connection or symbolism days or weeks after. Bong Joon-ho is a master at that.
The conversation that it sparks is worth the $13-20 it costs to see the film. Parasite has made me think more than most films I've seen. Give it a watch, see it with friends or family and the dinner table will have a conversation overflowing with opinions and realizations."
Parasite,02-Jul-19,"As a film about a family imposing on another, and keeping dark secrets hidden beneath the surface, Parasite achieves what Jordan Peele set out to do with Us: tell a multi-layered story in a widely entertaining manner, but without sacrificing the believability of its central narrative.That's not to say that Us is an ineffective film by any means, but when it comes to crafting weighty social commentaries under the guise of lighter fare, writer-director Bong Joon-ho is in a class of his own.The film follows a lower-class South Korean family as they slowly integrate themselves in the lives of an upper-class family and their lavish household. As their entanglement is spun out of a web of deceit, the lowly family find themselves skating on thin ice when it comes to keeping up appearances.It's a twisty satire on social-economic disparities in South Korean society that swings broadly in tone, and sometimes threatens to tip over the edge, but never feels less than meticulously calculated in its tonal shifts.However, to reveal anything more about the story would be to take away from the overall experience, as each act is marked by a major plot twist or revelation that keeps the film one step ahead of the viewer at all times. Go in blind if you can and expect an unforgettable ride."
Parasite,26-May-19,"Parasite (Gisaengchung), the 2019 film by Bong Joon-ho, taps into the tensions caused by the widening gap between rich and poor around the world.The film, delivering a strong social commentary that can be interpreted at a universal level, follows two families on opposite sides of the social and financial totem pole. It is a darkly entertaining and suspenseful look at a poor but incredibly cunning family living in a filthy basement and the rich Park family, the polar opposites of our protagonists. The film makes you play a guessing game of which of the two families are the most rotten.Winner of the Palme d'Or at the 2019 Cannes Film Festival, Parasite shows the extent to which we go to in order to live a comfortable life. The devil is in the detail in this grotesque critique of social inequality and the psychology of money."
Parasite,28-Mar-20,"Just won Oscars cz concept was new, but this itself doesn't make it a better movie than Joker. Over hyped, Mediocre and people reviewing it in mob mentality. Nothing against Korean movies."
Parasite,27-Feb-20,"There are a few suspenseful scenes and a decent plot, along with comedic dialogue, but that's it. It's not a ""metaphorical masterpiece"" that some critics and users are saying. I feel as though too many people are trying to be expert critics like on that episode of South Park where the entire town writes crazy yelp reviews for all the restaurants."
Parasite,07-Jan-20,"The film is ok but that's as far as I go. It's worth a watch but only a score of 6 for me. It's not a masterpiece, it's not film of the decade it's not even film of the year. I don't understand how people can give it 10, 10 is a perfect score. 10 is unachievable in my opinion as nothing is perfect."
Parasite,15-Oct-19,"South Korean director Bong Joon-ho (""Okja"") says that he always tries to overturn viewer expectations and hopes that his latest film succeeds in this way. Palme d'Or winner at the 2019 Cannes Film festival, Bong's Parasite (Gisaengchung) does indeed thwart expectations, but the question is - to what end? Defying any strict genre classification, the film is a conglomeration of comedy, drama, satire, crime, horror, and anything else you can throw into the mix. Bong sees the film as a statement about the ""ranks and classes"" inherent in capitalism that are invisible to the eye, and says that the film ""depicts the inevitable cracks that appear when two classes brush up against each other in today's increasingly polarized society."" Unfortunately, the characterizations are filled with so many stereotypes that the lack of any realistic human dimension leaves Bong's statement without much impact.The film looks at class differences between two families - one well-to-do, and the other n'eer do well. For the Kim family, life is a struggle. They live in a cramped bug-infested basement apartment without many amenities except for a toilet built on kind of a shelf. The father Ki-taek (Song Kang-ho, ""Snowpiercer"") has failed in business and has accumulated many debts. His son and daughter Ki-woo (Choi Woo-sik, ""Train to Busan"") and Ki-jung (Park So-dam, ""Cinderella and Four Knights"" TV series) have repeatedly failed college entrance exams. The mother Chung-sook (Hyae-jin Jang, ""Adulthood"") along with the two children fold boxes for a delivery company, but cannot even get that right. Not to worry, they leave their windows open when the fumigators come around to get some free extermination and steal free Wi-Fi from the next door coffee shop.On the other hand, the nouveau riche Park family has all the advantages. Mr. Park (Lee Sun-kyun, ""Jo Pil-ho: The Dawning Rage"") is the CEO of a high-tech company and the family lives in a spacious, modernistic home protected by sturdy concrete walls. He has an attractive somewhat fragile wife Yeon-kyo (Jo Yeo-jeong, ""The Target""), a teenage daughter Da-hye (Jung Ji-so, ""The Tiger""), and a hyper-active young son Da-song (Jung Hyun-jun). Being wealthy and somewhat elitist in their attitude, for Bong, they are ideally suited to be torn apart by ruthless grifters. With the aid of a friend, Ki-woo is hired to be a private tutor for Da-hye. Of course, he has to forge university documents to convince the trusting Mrs. Park of his competence. With that conquest out of the way, the cunning Ki-woo concocts a scheme to secure jobs in the Park household for his entire family.Convinced that their young son is a budding Picasso, Mrs. Park hires Ki-jung as an art teacher, then falls for invented stories impugning the character of their driver and housekeeper to provide some more employment opportunities for the Kims, this time for the deadbeat dad Ki-taek and his wife Chung-sook. Bong said that ""Sometimes with the characters in my films, I look at them cynically, but most of the time I have a lot of compassion for the characters, even with the villains."" This compassion, however, does not seem to extend to the loyal, hardworking household workers, their work scammed out of existence. Without going into detail, the whole escapade backfires in a twist that is over-the-top unsettling even though utterly implausible.Worthy of a Mack Sennett comedy, a sweet family drama turns into a tumultuous melange of hidden chambers, revenge, bloody violence, a torrential rainstorm, people hiding under beds, and any other mayhem that may come to mind. To be clear, Parasite can be very funny and some of the satire is sharp-edged, yet it is hardly, as one critic described it, ""a masterful dissection of social inequality."" When asked what he wanted viewers to get out of the film, Bong said, ""I just hope that it gives audiences a lot to think about. It is in parts funny, frightening, and sad, and if it makes viewers feel like sharing a drink and talking over all the ideas they had while watching it, I'll wish for nothing more."" Enjoy the drink. In a little while, you may have trouble remembering what the film was about."
Parasite,04-Nov-19,"This movie is so masterfully written and presented with a large cast that older audiences will realize how rare movies like this have become. Its enjoyment comes from getting to know the members of two extremely different families, one very poor, the other very rich. How their lives come together is the wickedly enjoyable first half; then, in the second half the house of cards begins to shake and finally collapse with a fury we both dread - and perhaps even enjoy. Though our enjoyment probably has as much to do with the movie-making skills than with the nasty turn of events in the violent final scenes.
If you see only one foreign language film this year, this should be it. Exciting and provocative throughout, it is wonderfully acted and packed with significance for all who live in a polarized society where so many live in luxury, while others live in comparative squalor just a few blocks away. Deserves all the accolades it has already - and surely will continue - to receive."
Parasite,15-Mar-20,I watched this movie. it's a good movie but i couldn't understand how it won the best picture. i think this movie doesn't deserve that for sure.
Parasite,17-Aug-19,"What an amazing film! Clearly an essay on the class divide. Writing lovable but nasty people is tough, but perfectly executed here.They quite clearly cross the line, and when I mean ""they"" I mean bother the working class and the upper class.
You could easily argue that ""parasite"" refers to one family trying to suck another family dry. Or that the upper class is draining the labour of the lower class, and expecting them to be grateful about it too!
There is also something about the American Indian theme, a metaphor for dying cultural traditions which are being replaced by modernity? Nature is dog eat dog? Or is it a homage to an ""idyllic"" past where Native American culture was relatively classless?Either way a must watch if you can handle subtitles!"
Parasite,28-Dec-19,"There is no shortage of films that depict the injustice of social inequality but originality is scarce. With a large proportion of its population below the poverty line, it is noteworthy that a filmmaker from South Korea has produced a work that has attracted almost universal acclaim. Parasite (2019)generates a great deal of conversation but be warned: it is not a film for everyone, especially those averse to gory endings.If you step back from the story's twists and turns, the narrative premise is simple. A family of petty crooks living in abject poverty get lucky as, one by one, each tricks their way into being employed by the same heartlessly wealthy family in roles like tutor, driver, and housekeeper. The gullible family is easy to deceive, while the crooks manufacture various scenarios to their own advantage. The occupation of the luxurious home by the crooks adds a new meaning to the concept of home invasion. However, the plan comes un-stuck when they find a secret dungeon that leads to horrific consequences.The film takes too much time in developing the central premise and various sub-plots, and more descriptive prose could be offered here about what actually happens. But that is not the point of the film. Director Joon-ho Bong paints an intricate portrait of the normalisation of poverty and class privilege, with both sets of family never questioning their place in South Korea's social order. This acceptance and its destructiveness of the human spirit makes change impossible and condemns Korean society to moral bankruptcy.There is more to this film than political discourse. As a black comedy, it is sprinkled with funny although improbable moments and the filming style expresses the polemic in obvious ways. Juxtaposing the world occupied by a smelly cramped underclass with the opulent world of the rich is low-hanging fruit. One can also find elements of magical fantasy, as it requires an unequivocal suspension of disbelief to accept that a family of losers can so easily dupe a family of high achievers. The acting tends towards wooden, and it is difficult to warm to any particular character. The film's climax offers little other than an ambivalent balance between hope and nihilism, leaving viewers to decide which family are the parasites.For many, the critical pendulum swings towards the 'masterpiece' label. But it is perhaps closer to reality to describe this as an original, engaging, and disturbing tale of endemic class tension, oppression, and helplessness. Although tenuous, the message has universal relevance."
The Kissing Booth,26-Jan-19,"Realistic and uncensored (i.e. non-conformist) teen movies are rare, but this is one. It is something different and as an adult I enjoyed it.Don't judge by 1930s standards. Be open to advancement and a truthful movie made to be fun to watch"
The Kissing Booth,25-Dec-18,"It was cutesy and fun. I know girls like to fantasize and probably watch it as girls-only, but if you have a good relationship in the family it is fun to watch as a family to see what girls dream of and also to have some fun."
The Kissing Booth,01-Dec-18,And I am a grown woman. I do have to admit that I watch teen movies because they are fun. This one was fun and sure the man-boy was a hunk.
The Kissing Booth,31-Dec-18,It is a pure teen movie but even if I am not a teen I had fun watching it. It is in the same league as Mean Girls.
The Kissing Booth,28-Mar-19,"Girl can be a teenage girl and boy can be a teenage boy and like the old teen movies they can have feelings, be imperfect and experiment with love, emotions, sexuality and mostly freedom. It is fun to watch. There is nos ex scene, but isn't sex and sexuality nature?"
The Kissing Booth,02-Feb-19,".... but I could not stop watching. I admit.I mean here comes another girl who of course falls for the muscular hunk. What is with women loving only beefcakes?Oh well, at least he is genuinely interested in her and really cares and checking out her wiles we know why.
A film to watch as a family one evening and forget about."
The Kissing Booth,25-Mar-19,"This movie is extremely cliched, but that is what I would expect from a movie of this nature so I enjoyed it anyway. What I didn't expect was for me to have such a strong hope that young girls and men watch this and learn. The one reason I gave this movie 8 stars is not because acting is pretty good but because it signals that clarity and communication in relationships is important."
The Kissing Booth,19-May-18,"If you want to experience a fifteen year old girls fantasy, this is it!! :)
For that it like it, kind of. 
The acting is even pretty good, given that the writing is clumsy."
The Kissing Booth,22-Apr-19,"The girl is doing her best and performing as well as possible under duress and pressure. Dating is competitive but she is doing her best with all she has. she isn't the sexiest babe, but flaunts just a little to attract a man."
The Kissing Booth,09-Jul-18,"I really hope there aren't any young girls who watch this movie and think:
1. That's how I need to act in order to get a guy
2. That's how a typical high school is for everyone (stereotypes and all)
3. Getting drunk and stripping has only good consequences
4. If a guy gets handsy, there will always be someone to save me
5. Sneaking around and lying about a relationship means that it's true love
6. Bad boy players who ride motorcycles make the perfect boyfriends
7. If I have sex with someone, we'll fall in love.It was a cute movie with okay acting and the main characters had good chemistry, but everything just conveniently kept falling into place and I felt like it was written by a 12 year old girl who fantasizes about what high school and dating is going to be like."
The Kissing Booth,07-Mar-19,This wasfun to watch. The setting is fun and oriented on two teens with the girl getting a lot of attention from her hunk. Many inferior suitors come for the girl but she is rarely dazzled by weak men. A positive message.
The Kissing Booth,17-Feb-19,"Full of lovely scenes and lines and the messages that this movie portrays are uplifting for young girls. A guy ignores you but it's okay because he is popular and then you get to go on a date with him and you win him because that's what you want, the main guy is strong, powerful and an alpha male and borderline sexy... the only slightly disappointing factor was the relationship between the best friends."
The Kissing Booth,01-Jan-19,"Really enjoyed it. Smart girl who has determination. The man is a real Alpha male, modern relationship with a thin hot bod who is worth it, laughs and of course lots of laugh to make it qualify as a comedy. Enjoy"
The Kissing Booth,10-Mar-19,It is a pure teen movie but even if I am not a teen I had fun watching it. It is in the same league as Mean Girls.
The Kissing Booth,28-Jan-19,"SPOILER: Yes, at first glance the movie is just cute and light only. Elle and Noah are a classic girl and best friend's older brother couple, not unusual and not too sappy. But here's the real triumph: Noah is an alpha male and has a lot of love in him - before they're even official. He adores her and expects her to be protected by him. We already know he cares when he tells her not to go to parties, takes ownership and gets into fights over her. So romantic! There is one scene in particular where he fights someone over Elle's honor and then he is visibly upset. This is a good relationship for young girls and good to feel wanted and loved. How many men care enough like he does? We should carefully consider how our current media affects young minds in the formative stages where every film has too-cool-to-be-in-love-kids. Not here. I want more kisses!! number two please."
The Kissing Booth,11-May-19,This is not a old people's movie. The adventure is quite innocent. What this is a coming of age movie that has both nostalgia and strong gender roles. One can be beautiful and strong at the same time. One can be a girl at school and in love at the same time. One should not be ashamed of the human body and so on. Good film.
The Kissing Booth,07-Apr-19,"I can't say that i did not enjoy this film. It was fineand it is difficult not to fall for Joey Kings manliness. Yet the movie sent some strange signals because he is fighting for a butterface. Yes, she is thin and has feminine hair. It shows the second a girl shows skin she gets attention and the boy she wants, which is all true, natural and good. Also it is obviously one of the oldest cliches in life about a girl falling for the hunk."
The Kissing Booth,03-Feb-19,"It is a great type of message to girls that she should be true to her feelings and also be happy with her body and proud of herself, her body and her own thoughts. Good film to watch with parents so they can deal with reality."
The Kissing Booth,23-Oct-18,"It is a surprisingly complex teen love story , so much so that I couldn't believe that it ended , when it did . maybe a nice divergence from the simple streak of rom-coms . story is fresh-ish , acting nice , well the movie ain't bad"
The Kissing Booth,27-Jan-20,"Think nature, normalcy, Britney Spears video...What type of message does it send to girls when she has to strip several times to gain Noah's attention? One of power and control of course. The female body is powerful and the message is treat your body well and become attractive and you control men.A feminist message."
The Kissing Booth,11-Dec-18,The sequel please!!! a funny movie ... the actors gave everything on the set !!! We all want more about noah and elle ... we need a second one please!
The Kissing Booth,28-May-18,"I'm 28 and went into this movie knowing full well it's aimed at teenagers. I enjoy fluffy teen romance though so have no problem with cheesy storylines and characters, and this film is full of them! What I did have a problem with is the way relationships between women and men are portrayed in this film. It seems to start out ok: the leading teenage girl (Elle) has a male best friend (Lee) and their relationship is pretty cute and I thought it was quite progressive to show a girl and a boy who really are just friends without all the usual sexual tension you get in movies like this. Lee has an older brother (Noah) who is unremarkable except he is very good looking. Things then start to go a bit wrong. It turns out Noah is pretty controlling of Elle, even telling all the other boys at school they can't date her or he'll hurt them. He frequently gets into fights with other boys when he sees them talking to her and beats people up. In one scene he's shouting at Elle to get in his car and even slams his fists down on the car bonnet aggressively whilst telling her, which made me feel really uncomfortable. There's even one scene where Elle has a minor accident and cuts her face, and Lee asks her if Noah hit her! That scene is then never followed up by any explanation - why would Lee immediately assume Noah beat up Elle?!Meanwhile, Lee, who is portrayed as Elle's loveable and affable best friend controls her in his own way, by freaking out when he finds out she's dating Noah, asking her if she's having sex with him (none of his business?) and only accepting her back as a friend when she is no longer seeing Noah, despite her being obviously devastated about breaking up with him. In one scene he insists to her that breaking up with him was the right decision (he didn't really leave her any choice though did he).There are also a couple of weird scenes where Elle strips off to the delight of crowds of boys, once when she was so drunk she had no idea what she was doing and everyone just stood there and allowed her to take her dress off. Another time in the boys locker room. Both scenes were odd and again, made me feel uncomfortable. Other strange elements of the film are Noah being portrayed as a bad boy who gets into fights all the time, yet the reasons for this are not even explored one tiny bit. And even weirder, despite him being a bad boy who is presumably troubled, it's revealed that he's really randomly got a place at Harvard. This was weird because at no point during the film was it suggested that he was academic or even remotely ambitious, yet you don't get into Harvard without trying! There's also a summer montage of Elle and Noah together which is basically them having sex anywhere and everywhere. It felt a little yucky because she's a high school teenager and I thought it was an irresponsible message to send teenage girls out there. A really funny part is when the kissing booth is immortalised at their prom as a memory that touched everybody's lives and Elle's all emotional because she was ""part of something"". REALLY? A kissing booth?! Then, after sitting through all of this, Noah goes off to Harvard at the end of the movie and you're very much left with the impression that's the end of their romance. So I didn't even get the feel-good happy ending I was after. So basically, this movie is really awful and if you have a daughter, I'd actually advise extreme caution allowing young girls to watch this movie because it really does send out the wrong messages about relationships and sex."
The Kissing Booth,14-Apr-20,"But really not enough to be free and coolThis is clearly a good attempt to make a sequel for John Hughes films. They had the right ingredients. Bunch of so-so girls (need to be more naturl and flaunt) and guys, losers fighting back the status quo, a main character who starts from 2, goes to 9, loses everything to go way back to 0 and then goes back to... 9 'cause she shouldn't have it all, it would be too cliché right?"
The Kissing Booth,19-May-18,In all honesty I don't get why people are rating it 1/10 or 2/10. I loved it. Super cute story line about a thin line between friendship or falling in love with her bff's brother. Definitely recommend!
The Kissing Booth,19-May-18,"I saw reviews that said the film was poor,
however personally I thoroughly enjoyed the film and will be watching it again. it's comedic, emotional and sweet all at the same time. the actors have amazing chemistry and the plot is very well planned out and full of twists.
wouldn't recommend for 12 and under however.
amazing film!"
"Three Billboards Outside Ebbing, Missouri",29-May-20,"Is kinda rare to see a female and male character fit so well on screen, Frances McDormand and Sam Rockweel perfomances are amazing, Woody Harrelson is also great, in fact everyone in this film is great, even the characters with short time on screen, that's great writing, direction and acting.McDormand show extremely well the terrible weight and pain that her character is suffering, she is also shows a lot attitude in the things she does and says, the way she walks and looks to someone is like she's going to war.Rockweel also give the best performance of his career so far, he balanced being funny, dumb, racist, violent, weak and strong, he does all that extremely well.Three Billboards Outside Ebbing, Missouri is a very good film and can become a classic on character development."
"Three Billboards Outside Ebbing, Missouri",04-Dec-17,"""Three Billboards outside Ebbing, Missouri"" marks a milestone for writer/directer Martin McDonagh and is an idea piece on a mother's struggle with her town after posting billboards containing a call to action in regards to her murdered daughter. With outstanding screen writing and near perfect editing, this powerhouse of a film is easily one of the best all year and is driven with force and intensity by its lead, Frances McDormand.What begins as a narrow and focused drama, gradually escalates to a film with big themes and ideas, relevant social commentary, and much more subplots than anticipated. ""Three Billboards outside Ebbing, Missouri"" is packed with questions and a few answers about anger, revenge, violence, and kindness. The story shows people in a realistic light I've never quite seen before. We're presented with characters and their genuine emotions. Nothing feels sugarcoated of fluffed but it never lacks emotional impact either. The movie balances its seemingly contradictory tones beautifully by crafting a dark comedy that feels heavy due to strong subject matter, while at the same time, utilizing comedic moments that feel completely natural to the character's motivations. It's obvious great care was taken into this script and the method in which it's constructed. One of the most talked about elements to this film are the strong performances; particularly by Frances McDormand and Sam Rockwell. Rightfully so, this is some of their best (if not their best) work these eyes have beheld and they steal the show in every film they're in. That's not take away from Woody Harrelson and Lucas Hedges, as well as the entire cast who give memorable performances and paint shockingly believable characters that we feel we know personally. If there is anything that might turn audiences away from this film, it might be its harsh subject matter despite none of it every being depicted as well as its language and execution with the material. Personally, this has a strong impact and I wouldn't have changed anything about it. It's a highly recommended film with a lot to ponder at the end and is definitely a contender for best movie of the year. Definitely don't miss this one."
